name,maxplayers,minage,minplayers,minplaytime,playtime,yearpublished,category,mechanic,publisher,average,weightaverage,numberofweights,owned,position,usersrated,langdep,suggested1player,suggested2player,suggested3player,suggested4player,suggested5player,suggested6player,suggested7player,suggested8player,suggested9player,suggested10player,suggestedOver10player,suggestedPlayerAge
"TAMSK",2,8,2,20,20,1998,"Abstract Strategy,Real-time","Area Enclosure,Grid Movement","Don & Co.,Rio Grande Games,Schmidt Spiele",6.78007,2.2933,150,1819,1339,1234,No,NotRecommended,Best,null,null,null,null,null,null,null,null,NotRecommended,8
"Wettstreit der Baumeister",4,10,3,45,45,1994,"City Building","Auction/Bidding","Historien Spiele Galerie (Historien Spielegalerie),KOSMOS,Tilsit",6.11431,2,26,639,4268,359,No,NotRecommended,NotRecommended,Recommended,Best,null,null,null,null,null,null,NotRecommended,10
"Auf Achse",6,8,2,60,60,1987,"Economic,Transportation","Auction/Bidding,Pick-up and Deliver,Roll / Spin and Move","F.X. Schmid,Grow Jogos e Brinquedos,Ravensburger Spieleverlag GmbH,Rhenania Gruppe,Schmidt Spiele,Vini-Spil",6.26805,1.9531,128,1869,2227,1293,Moderate,NotRecommended,Recommended,Recommended,Best,Recommended,NotRecommended,null,null,null,null,NotRecommended,10
"Rheinländer",5,12,3,45,90,1999,"Abstract Strategy,Medieval,Territory Building","Area Control / Area Influence,Area Enclosure,Hand Management","Face2Face Games,Hasbro,Parker Brothers",6.61642,2.426,169,1886,1485,1396,No,NotRecommended,NotRecommended,Recommended,Best,Best,null,null,null,null,null,NotRecommended,8
"Condottiere",6,14,2,45,45,1995,"Bluffing,Card Game,Medieval,Negotiation","Area Control / Area Influence,Auction/Bidding,Hand Management","Arclight,Descartes Editeur,Edge Entertainment,Eurogames,Fantasy Flight Games,Galakta,Giochi Uniti,Heidelberger Spieleverlag,Hobby World,Lautapelit.fi,Nexus,Ubik",6.73922,1.9506,628,7296,750,6301,No,NotRecommended,NotRecommended,Recommended,Best,Best,Recommended,null,null,null,null,NotRecommended,10
"Mit List und Tücke",6,10,4,60,60,1999,"Card Game","Trick-taking","Berliner Spielkarten",6.61422,1.8889,18,278,3825,204,No,null,null,Recommended,Best,Best,Recommended,null,null,null,null,null,null
"I'm the Boss!",6,12,3,60,60,1994,"Negotiation","Dice Rolling,Hand Management,Roll / Spin and Move,Set Collection,Take That","Eagle-Gryphon Games,Edge Entertainment,Face2Face Games,Kaissa Chess & Games,Korea Boardgames co., Ltd.,New Games Order, LLC,Schmidt Spiele,Stratelibri,Swan Panasia Co., Ltd.",6.82562,1.98,300,3351,842,3062,No,NotRecommended,NotRecommended,NotRecommended,Recommended,Best,Best,null,null,null,null,NotRecommended,10
"Guillotine",5,12,2,30,30,1998,"Card Game,Humor","Hand Management","AMIGO Spiel + Freizeit GmbH,Darwin Project,Halloween Concept,Hasbro,Play Factory,PS-Games,Wizards of the Coast",6.53873,1.2737,1403,20683,923,15334,Moderate,NotRecommended,Recommended,Recommended,Best,Recommended,null,null,null,null,null,NotRecommended,10
"Ta Yü",4,10,2,30,45,1999,"Abstract Strategy","Partnerships,Pattern Building,Route/Network Building,Tile Placement","Crown & Andrews Ltd.,Goliath B.V.,KOSMOS,Rio Grande Games",6.99002,2.0845,142,1611,1089,1263,No,NotRecommended,Best,NotRecommended,Recommended,null,null,null,null,null,null,NotRecommended,8
"Modern Art",5,10,3,45,45,1992,"Card Game,Economic","Auction/Bidding,Commodity Speculation,Hand Management","CMON Limited,Drosselmeyer & Co. Ltd.,GeGe Co Ltd,Hans im Glück Verlags-GmbH,Kaissa Chess & Games,Lautapelit.fi,Matagot,Mayfair Games,New Games Order, LLC,Odysseia Jogos,Oink Games,Pegasus Spiele,REBEL.pl,Wargames Club Publishing",7.30341,2.3236,1270,11784,220,11439,No,NotRecommended,NotRecommended,Recommended,Best,Best,null,null,null,null,null,NotRecommended,10
"Kingdoms",4,9,2,45,45,1994,"Abstract Strategy,Fantasy,Medieval","Tile Placement","ADC Blackfire Entertainment,Arclight,Bergsala Enigma,cutia.ro,Delta Vision Publishing,Edge Entertainment,Fantasmagoria,Fantasy Flight Games,Hans im Glück Verlags-GmbH,Menart,Midgaard Games,MINDOK,Swan Panasia Co., Ltd.",6.6327,1.8265,392,5146,962,3995,No,NotRecommended,Best,Recommended,Recommended,null,null,null,null,null,null,NotRecommended,8
"Hoity Toity",6,12,2,45,45,1990,"Bluffing","Rock-Paper-Scissors,Set Collection,Simultaneous Action Selection","alea,Ravensburger Spieleverlag GmbH,Avalon Hill,F.X. Schmid,G&RRR,Gibsons Games,Jumbo,MIKA,Überplay,Vini-Spil",6.54518,1.865,526,6181,1090,4410,Some,NotRecommended,NotRecommended,NotRecommended,Recommended,Best,Best,null,null,null,null,NotRecommended,8
"Dune",6,12,2,60,180,1979,"Bluffing,Fighting,Negotiation,Novel-based,Political,Science Fiction","Area Control / Area Influence,Area Movement,Auction/Bidding,Hand Management,Partnerships,Variable Player Powers","Avalon Hill,Descartes Editeur,Hobby Japan",7.61137,3.4334,533,5294,182,4563,Moderate,NotRecommended,NotRecommended,NotRecommended,Recommended,Recommended,Best,null,null,null,null,NotRecommended,14
"Quo Vadis?",5,12,3,45,45,1992,"Ancient,Negotiation,Political","Point to Point Movement,Trading,Voting","AMIGO Spiel + Freizeit GmbH,Hans im Glück Verlags-GmbH,Mayfair Games",6.44426,2.0725,193,2538,1568,1913,No,NotRecommended,NotRecommended,NotRecommended,Recommended,Best,null,null,null,null,null,NotRecommended,10
"Primordial Soup",4,12,3,90,90,1997,"Prehistoric","Dice Rolling,Grid Movement,Player Elimination,Variable Phase Order,Variable Player Powers","Doris & Frank,Z-Man Games",6.98124,2.7298,459,4861,578,4240,Moderate,NotRecommended,NotRecommended,Recommended,Best,null,null,null,null,null,null,NotRecommended,12
"Money!",5,10,3,30,30,1999,"Card Game","Auction/Bidding,Set Collection,Simultaneous Action Selection","Eagle-Gryphon Games,Egmont Polska,Goldsieber Spiele,Rio Grande Games,Wargames Club Publishing",6.56467,1.5539,204,3206,1245,2396,No,NotRecommended,NotRecommended,Recommended,Best,Best,null,null,null,null,null,NotRecommended,8
"The Really Nasty Horse Racing Game",6,12,2,90,90,1987,"Animals,Racing","Betting/Wagering","Rascals Products Limited,University Games,Upstarts,Winning Moves UK Ltd.",6.32087,1.68,75,957,3056,654,Some,NotRecommended,NotRecommended,NotRecommended,Recommended,Recommended,Best,null,null,null,null,NotRecommended,10
"Princess Ryan's Star Marines",6,10,1,120,120,1997,"Deduction,Science Fiction","Co-operative Play,Simultaneous Action Selection,Variable Player Powers","Avalon Hill",5.31929,2.4583,24,484,12625,197,Extensive,Recommended,Recommended,NotRecommended,Recommended,Recommended,Recommended,null,null,null,null,NotRecommended,8
"Take it Easy!",8,10,1,20,20,1983,"Abstract Strategy,Puzzle","Tile Placement","Arclight,Burley Games,Cappelen,Cranio Creations,DiceTree Games,Eagle-Gryphon Games,F.X. Schmid,förlAgo AB,Play Smart,Ravensburger Spieleverlag GmbH,Spear's Games,Swan Panasia Co., Ltd.,White Goblin Games",6.59535,1.5075,201,2430,1290,2046,No,Recommended,Best,Best,Best,Best,Best,Best,Best,null,null,Best,6
"Iron Dragon",6,12,2,240,240,1994,"Fantasy,Trains,Transportation","Crayon Rail System,Pick-up and Deliver","Mayfair Games",6.95603,2.95,140,1850,1143,1372,Some,NotRecommended,Recommended,Best,Best,NotRecommended,NotRecommended,null,null,null,null,NotRecommended,14
"Caesar & Cleopatra",2,10,2,60,60,1997,"Ancient,Bluffing,Card Game","Area Control / Area Influence,Hand Management,Set Collection","999 Games,Filosofia Éditions,Kaissa Chess & Games,KOSMOS,Laser plus,Rio Grande Games,Tilsit",6.4504,1.9148,399,5976,1289,3837,Some,NotRecommended,Best,null,null,null,null,null,null,null,null,NotRecommended,10
"Frischfleisch",6,18,2,120,120,1999,"Exploration,Horror","Modular Board","2F-Spiele",6.12852,2.5455,11,211,6150,142,null,NotRecommended,NotRecommended,Recommended,Best,Best,Recommended,null,null,null,null,NotRecommended,18
"Cape Horn",5,12,3,45,45,1999,"Nautical,Racing","Tile Placement","KOSMOS,Rio Grande Games,Tilsit",6.003,2.0244,41,858,4124,516,No,NotRecommended,NotRecommended,Recommended,Best,Best,null,null,null,null,null,NotRecommended,12
"Kontor",4,12,2,60,60,1999,"City Building,Nautical,Renaissance","Area Control / Area Influence,Commodity Speculation,Tile Placement","999 Games,Goldsieber Spiele,Tilsit",5.97458,2.2105,76,1413,3889,688,No,NotRecommended,Best,NotRecommended,Recommended,null,null,null,null,null,null,NotRecommended,12
"Pass the Bomb",10,12,2,20,20,1994,"Electronic,Party Game,Real-time,Word Game","Dice Rolling","AS Company,Asmodee,danspil,Gibsons Games,Goliath B.V.,Jumbo,Piatnik,Pressman Toy Corp.,Ravensburger Spieleverlag GmbH,Venice Connection,Week End Games",5.90016,1.3333,72,1493,3860,935,Extensive,NotRecommended,NotRecommended,NotRecommended,NotRecommended,Recommended,Best,Best,Best,Best,Best,Best,null
"Hoax",12,10,3,45,45,1981,"Bluffing,Deduction","Voting","Eon,Hexagames (I)",6.03409,1.375,16,335,5794,198,Some,NotRecommended,Recommended,Recommended,Best,Best,Best,Best,Best,Recommended,Recommended,NotRecommended,10
"Andromeda",5,10,3,60,60,1999,"Science Fiction,Space Exploration,Territory Building","Area Control / Area Influence,Set Collection,Trading","999 Games,ABACUSSPIELE,Grünspan-Spiele,Rio Grande Games",6.41569,2.2283,127,1636,1966,1189,No,NotRecommended,NotRecommended,Recommended,Best,Recommended,null,null,null,null,null,NotRecommended,10
"Vino",5,12,3,90,90,1999,"Economic","Area Control / Area Influence,Commodity Speculation,Simultaneous Action Selection","Goldsieber Spiele,Rio Grande Games",6.47906,2.9839,62,824,2385,639,No,NotRecommended,Recommended,Recommended,Best,Recommended,null,null,null,null,null,null,10
"Elfenwizards",6,10,3,90,90,1995,"Negotiation","Dice Rolling","White Wind",6.175,2.3,10,245,7089,104,null,null,null,null,NotRecommended,null,null,null,null,null,null,null,null
"Metropolis",5,16,2,90,90,1984,"City Building,Negotiation","null","Otto Maier Verlag,Ravensburger Spieleverlag GmbH",6.44617,2.2424,33,593,3420,324,No,NotRecommended,Best,Best,Best,Best,null,null,null,null,null,null,14
"Buy Low Sell High",4,10,2,45,45,1996,"Economic","Commodity Speculation","Editrice Giochi,Überplay,Wargames Club Publishing",6.1628,1.9904,104,1152,2939,825,No,NotRecommended,Recommended,Best,Recommended,null,null,null,null,null,null,NotRecommended,10
"Crude: The Oil Game",4,13,2,90,90,1974,"Economic,Industry / Manufacturing","Commodity Speculation,Dice Rolling,Tile Placement","Hexagames (I),Pegasus Spiele,St. Laurent Games,Stronghold Games",6.77777,2.7396,96,1611,1547,930,Some,NotRecommended,NotRecommended,Recommended,Best,null,null,null,null,null,null,NotRecommended,8
"Die Glücksritter",6,8,3,60,60,1999,"Bluffing,Medieval","Rock-Paper-Scissors,Simultaneous Action Selection","Schmidt Spiele",5.7768,1.8,10,187,9064,125,Moderate,NotRecommended,NotRecommended,Recommended,Recommended,Recommended,Recommended,null,null,null,null,NotRecommended,10
"PitchCar",8,6,2,30,30,1995,"Action / Dexterity,Children's Game,Party Game,Racing,Sports","Modular Board","Ferti,Goldsieber Spiele,Historien Spiele Galerie (Historien Spielegalerie),Lautapelit.fi,Vision",7.24935,1.1281,609,7581,290,7562,No,NotRecommended,Recommended,Recommended,Recommended,Recommended,Best,Recommended,Recommended,null,null,NotRecommended,5
"Piratenbillard",4,8,2,15,15,1959,"Action / Dexterity,Pirates","null","ABACUSSPIELE",6.56711,1.2593,27,225,3061,336,null,NotRecommended,Recommended,NotRecommended,Best,null,null,null,null,null,null,NotRecommended,null
"Mu & more",8,11,2,60,60,1995,"Card Game,Game System","Partnerships,Trick-taking","AMIGO Spiel + Freizeit GmbH,Doris & Frank,Rio Grande Games",7.18178,2.4826,172,2781,712,1711,No,NotRecommended,NotRecommended,NotRecommended,Recommended,Best,Recommended,NotRecommended,NotRecommended,null,null,NotRecommended,12
"Take 5!",6,10,2,60,60,1998,"Card Game","Hand Management,Set Collection","999 Games,AMIGO Spiel + Freizeit GmbH",6.42598,1.4932,148,2389,1817,1414,No,NotRecommended,NotRecommended,Recommended,Best,Best,Recommended,null,null,null,null,NotRecommended,8
"Wildlife Adventure",6,10,2,60,60,1985,"Animals,Exploration,Transportation","Point to Point Movement,Route/Network Building","Otto Maier Verlag,Ravensburger Spieleverlag GmbH",6.89775,1.8772,57,751,2025,517,Moderate,NotRecommended,Recommended,Best,Best,Recommended,Recommended,null,null,null,null,NotRecommended,8
"Eurorails",6,10,2,180,240,1990,"Economic,Trains,Transportation","Crayon Rail System,Pick-up and Deliver,Route/Network Building","Mayfair Games",7.05898,2.7589,141,2237,938,1561,No,NotRecommended,Recommended,Best,Best,Recommended,NotRecommended,null,null,null,null,NotRecommended,10
"The Awful Green Things From Outer Space",2,12,2,90,90,1979,"Science Fiction,Wargame","Area Movement,Dice Rolling","Grow Jogos e Brinquedos,Steve Jackson Games,TSR",6.49136,1.8321,262,3946,1473,2263,Some,NotRecommended,Best,null,null,null,null,null,null,null,null,NotRecommended,8
"Balderdash",6,12,2,60,60,1984,"Bluffing,Party Game,Word Game","Paper-and-Pencil,Voting","Barnes & Noble,Canada Games,Casper,Drumond Park Ltd.,The Game Works, Inc.,The Games Gang, LTD,Hasbro,Mattel,Milton Bradley,Parker Brothers,Popular de Juguetes,Schmidt Spiele,Tactic,Target Games,TSR,Vaka-Helgafell,Ventura Games,Western Publishing Company,Weston Group",6.39247,1.4223,296,6041,1438,3947,Unplayable,NotRecommended,NotRecommended,NotRecommended,Recommended,Best,Best,null,null,null,null,Best,12
"Before I Kill You, Mister Spy...",6,12,3,30,30,1996,"Card Game,Spies/Secret Agents","null","Cheapass Games",5.40672,1.2672,116,2002,13201,1116,Some,NotRecommended,NotRecommended,Recommended,Best,Best,Recommended,null,null,null,null,NotRecommended,8
"Black Box",2,10,1,20,20,1977,"Abstract Strategy,Deduction,Puzzle","Line Drawing,Pattern Recognition,Secret Unit Deployment","Alga,Capiépa - Jeux Éducatifs,Clipper,franjos Spieleverlag,Parker Brothers,Waddington's Games, Inc.",6.35521,2.0986,71,1312,2562,737,No,Recommended,Best,null,null,null,null,null,null,null,null,NotRecommended,8
"Black Death",6,0,2,120,120,1993,"Educational,Medical","Action Point Allowance System,Dice Rolling,Point to Point Movement,Simulation,Variable Player Powers","BTRC (Blacksburg Tactical Research Center),Devir,Sphinx Spieleverlag",5.70588,1.8421,19,244,9880,119,null,null,null,null,null,null,null,null,null,null,null,null,null
"Dicke Kartoffeln",6,12,2,120,120,1989,"Economic,Farming","Commodity Speculation","ABACUSSPIELE",6.22465,3.5,12,310,5994,142,null,null,null,Recommended,null,null,null,null,null,null,null,null,null
"Empire Builder",6,12,2,180,180,1982,"Economic,Trains,Transportation","Action / Movement Programming,Area Enclosure,Crayon Rail System,Pick-up and Deliver,Route/Network Building","Mayfair Games",6.91675,2.6331,278,3555,862,2482,Some,NotRecommended,Recommended,Best,Recommended,NotRecommended,NotRecommended,null,null,null,null,NotRecommended,10
"En Garde",2,8,2,30,30,1993,"Card Game,Sports","Hand Management,Point to Point Movement","ABACUSSPIELE,Eagle-Gryphon Games,Ferti,New Games Order, LLC",6.50667,1.4123,114,1816,1673,1386,No,NotRecommended,Best,null,null,null,null,null,null,null,null,NotRecommended,8
"Family Business",6,8,2,30,30,1982,"Card Game,Mafia","Hand Management,Player Elimination,Take That","ADC Blackfire Entertainment,Asmodee,Cutting Edge Publishing & Design House GmbH,Mayfair Games,Spielfreaks, Ltd.,Stratelibri,Truant Spiele",6.1159,1.3297,367,4945,2183,3409,Some,NotRecommended,NotRecommended,NotRecommended,Recommended,Best,Best,null,null,null,null,NotRecommended,8
"For Sale",6,8,3,20,20,1997,"Card Game,Economic","Auction/Bidding,Hand Management","Albi,Brain Games,Compaya.hu - Gamer Café Kft.,Competo / Marektoy,Eagle-Gryphon Games,F.X. Schmid,Gabinete Lúdico,Heidelberger Spieleverlag,IELLO,Jolly Thinkers,Kaissa Chess & Games,Meeple Virus,NeoTroy Games,New Games Order, LLC,Portal Games,Ravensburger Spieleverlag GmbH,Überplay,uplay.it edizioni,Wargames Club Publishing, , ,  - Game Knight",7.22213,1.2864,1379,18143,240,15544,No,NotRecommended,NotRecommended,Recommended,Recommended,Best,Recommended,null,null,null,null,NotRecommended,8
"Formula Dé",10,10,2,120,120,1991,"Racing,Sports","Grid Movement,Partnerships,Player Elimination,Press Your Luck,Roll / Spin and Move,Simulation","999 Games,Asmodee,Descartes Editeur,Eurogames,Fantasy Shop,Ludodélire,Top Licence Games",6.99229,1.9671,760,7147,519,7085,No,NotRecommended,NotRecommended,Recommended,Recommended,Best,Recommended,Recommended,Recommended,Recommended,Recommended,NotRecommended,8
"T-Rex",5,10,3,45,45,1999,"Card Game","Hand Management,Set Collection,Trick-taking","Hans im Glück Verlags-GmbH,Rio Grande Games",5.52782,1.8889,18,577,10649,248,No,null,Recommended,Best,Best,Recommended,null,null,null,null,null,null,null
"Raj",5,8,2,20,20,1988,"Animals,Bluffing,Card Game","Simultaneous Action Selection","AMIGO Spiel + Freizeit GmbH,Asmodee,Corfix,Dal Negro,F.X. Schmid,Gigamic,Möbius Games,Morapiaf,Ravensburger Spieleverlag GmbH,Waddington's Games, Inc.,Winning Moves Games (USA)",6.46531,1.1957,184,2193,1702,1470,No,NotRecommended,NotRecommended,Recommended,Recommended,Best,null,null,null,null,null,NotRecommended,6
"Give Me the Brain!",8,10,3,30,30,1996,"Card Game,Zombies","Action Point Allowance System,Auction/Bidding,Hand Management","Cheapass Games,James Ernest Games,Steve Jackson Games,Truant Spiele",5.85431,1.284,169,3066,3748,1919,Moderate,NotRecommended,NotRecommended,Best,Best,Recommended,Recommended,NotRecommended,NotRecommended,null,null,NotRecommended,8
"Mole Hill",2,8,2,15,15,1997,"Abstract Strategy","Area Enclosure,Variable Player Powers","Användbart Litet Företag,Blatz,nestorgames",5.94555,1.7308,26,297,6696,191,No,NotRecommended,Best,null,null,null,null,null,null,null,null,NotRecommended,8
"Pool Position",5,10,2,30,30,1999,"Abstract Strategy,Card Game","Simultaneous Action Selection,Tile Placement","F.X. Schmid",5.78083,1.7143,21,201,8897,120,null,NotRecommended,NotRecommended,NotRecommended,Recommended,Recommended,null,null,null,null,null,NotRecommended,8
"Knights of Charlemagne",4,8,2,30,30,1995,"Card Game,Medieval","Hand Management,Partnerships,Set Collection","Playroom Entertainment,Spiel Spass,W. Nostheide Verlag GmbH",6.36252,1.4235,85,893,2733,604,No,NotRecommended,Recommended,Best,Recommended,null,null,null,null,null,null,NotRecommended,8
"Stonehenge",2,10,2,15,15,1994,"Abstract Strategy","null","Blatz,Pin International",6.23304,2,9,231,6515,112,No,NotRecommended,Best,null,null,null,null,null,null,null,null,NotRecommended,10
"Devil Bunny Needs a Ham",5,8,2,30,30,1998,"Print & Play,Racing","Roll / Spin and Move","Cheapass Games",5.39,1.169,71,1207,13150,680,No,NotRecommended,NotRecommended,Best,Best,Recommended,null,null,null,null,null,NotRecommended,8
